,round,team_rank,opponent_team_rank,opp_pot,concede_pot,prev_points,form_points,ict_form,total_points,Predicted,Prediction_Error,player_id,name
3869,34,16,13,0.5625,1.5882352941176472,1.0,1.0,2.133333333333334,1,2.0,1.0,221,Sakho
3898,34,3,11,0.9411764705882352,0.5882352941176471,6.0,4.333333333333333,5.966666666666671,1,3.5,2.5,222,Milner
3914,34,3,11,0.9411764705882352,0.5882352941176471,1.0,5.0,4.800000000000002,12,6.4,5.6,223,Alexander-Arnold
4214,34,1,4,2.066666666666667,0.7058823529411765,6.0,4.666666666666667,5.133333333333333,6,3.0,3.0,244,Kompany
4246,34,1,4,2.066666666666667,0.7058823529411765,1.0,1.3333333333333333,3.6999999999999935,1,1.1,0.10000000000000009,245,Otamendi
4597,34,2,20,0.5294117647058824,0.4705882352941176,7.0,5.0,4.266666666666668,2,4.9,2.9000000000000004,263,Smalling
4661,34,2,20,0.5294117647058824,0.4705882352941176,1.0,3.333333333333333,3.033333333333333,2,5.5,3.5,267,Valencia
4719,34,2,20,0.5294117647058824,0.4705882352941176,1.0,3.0,1.6000000000000003,2,5.3,3.3,273,Lindelöf
5034,34,10,6,1.0625,0.9411764705882352,2.0,5.333333333333333,3.2,5,6.3,1.2999999999999998,288,Yedlin
5082,34,10,6,1.0625,0.9411764705882352,1.0,2.6666666666666665,1.833333333333334,2,3.7,1.7000000000000002,290,Lascelles
5097,34,10,6,1.0625,0.9411764705882352,2.0,3.333333333333333,1.866666666666668,2,4.1,2.0999999999999996,291,Dummett
5118,34,10,6,1.0625,0.9411764705882352,5.0,5.333333333333333,3.5333333333333328,2,5.1,3.0999999999999996,294,Lejeune
5357,34,18,5,1.8125,1.4117647058823528,1.0,1.6666666666666667,4.833333333333333,3,1.1,1.9,307,Bertrand
5377,34,18,5,1.8125,1.4117647058823528,1.0,1.0,1.4666666666666683,1,1.0,0.0,308,Yoshida
5406,34,18,5,1.8125,1.4117647058823528,9.0,3.6666666666666665,4.000000000000001,1,0.7,0.30000000000000004,310,Soares
5428,34,3,11,0.9411764705882352,0.5882352941176471,6.0,4.666666666666667,3.466666666666667,6,4.4,1.5999999999999996,311,van Dijk
5456,34,18,5,1.8125,1.4117647058823528,0.0,0.0,0.0,7,0.5,6.5,315,Bednarek
6120,34,17,9,0.7647058823529411,1.25,2.0,1.0,1.9666666666666683,0,1.4,1.4,352,Naughton
6150,34,17,9,0.7647058823529411,1.25,2.0,1.6666666666666667,4.766666666666668,2,1.7,0.30000000000000004,354,Fernández
6203,34,17,9,0.7647058823529411,1.25,2.0,1.6666666666666667,2.466666666666665,2,2.1,0.10000000000000009,357,Mawson
6234,34,17,9,0.7647058823529411,1.25,2.0,1.6666666666666667,2.2666666666666666,2,2.2,0.20000000000000018,358,Olsson
6561,34,1,4,2.066666666666667,0.7058823529411765,2.0,3.333333333333333,2.899999999999997,2,3.3,1.2999999999999998,379,Walker
6592,34,4,1,2.3529411764705883,0.7333333333333333,2.0,1.6666666666666667,2.500000000000003,1,1.0,0.0,380,Vertonghen
6617,34,4,1,2.3529411764705883,0.7333333333333333,4.0,3.333333333333333,3.8333333333333366,0,2.0,2.0,381,Davies
6638,34,4,1,2.3529411764705883,0.7333333333333333,2.0,2.333333333333333,1.6666666666666627,1,2.0,1.0,382,Trippier
6947,34,12,14,0.9411764705882352,1.7647058823529411,1.0,1.3333333333333333,1.0666666666666669,2,2.4,0.3999999999999999,399,Cathcart
6968,34,12,14,0.9411764705882352,1.7647058823529411,1.0,1.3333333333333333,2.7,2,2.1,0.10000000000000009,400,Prödl
7049,34,12,14,0.9411764705882352,1.7647058823529411,1.0,1.0,3.899999999999997,1,1.5,0.5,404,Janmaat
7073,34,12,14,0.9411764705882352,1.7647058823529411,1.0,1.3333333333333333,2.233333333333333,2,2.2,0.20000000000000018,405,Mariappa
7094,34,12,14,0.9411764705882352,1.7647058823529411,1.0,3.333333333333333,4.266666666666667,1,4.2,3.2,407,Femenía Far
7311,34,20,2,2.0588235294117645,1.4705882352941178,2.0,2.6666666666666665,2.433333333333332,5,2.1,2.9,422,Nyom
7361,34,20,2,2.0588235294117645,1.4705882352941178,2.0,3.0,4.466666666666668,6,2.1,3.9,424,Dawson
8034,34,20,2,2.0588235294117645,1.4705882352941178,2.0,3.333333333333333,2.9666666666666663,7,2.8,4.2,468,Hegazi
8089,34,5,18,1.0588235294117647,1.125,1.0,1.3333333333333333,2.233333333333333,1,2.6,1.6,470,Christensen
8152,34,3,11,0.9411764705882352,0.5882352941176471,8.0,8.333333333333334,4.766666666666665,6,7.8,1.7999999999999998,475,Robertson
8218,34,6,10,1.0588235294117647,1.625,1.0,2.6666666666666665,5.5666666666666655,1,3.0,2.0,480,Chambers
8243,34,16,13,0.5625,1.5882352941176472,1.0,1.0,0.6666666666666669,1,2.3,1.2999999999999998,482,Riedewald
8679,34,4,1,2.3529411764705883,0.7333333333333333,2.0,1.6666666666666667,3.1,1,0.9,0.09999999999999998,520,Sánchez
8698,34,14,12,1.0,1.2941176470588236,2.0,3.0,3.1333333333333293,6,3.6,2.4,521,Hadergjonaj
8745,34,18,5,1.8125,1.4117647058823528,0.0,0.6666666666666666,2.800000000000001,1,0.7,0.30000000000000004,525,Hoedt
8865,34,13,16,1.2941176470588236,1.375,2.0,1.3333333333333333,2.9,1,1.6,0.6000000000000001,538,Schelotto
8916,34,5,18,1.0588235294117647,1.125,2.0,3.0,8.566666666666665,1,2.9,1.9,543,Zappacosta
9001,34,14,12,1.0,1.2941176470588236,4.0,4.0,4.099999999999999,6,3.9,2.1,591,Kongolo
9077,34,1,4,2.066666666666667,0.7058823529411765,2.0,3.6666666666666665,3.266666666666667,2,3.7,1.7000000000000002,612,Laporte
